waktu;posisi;volume_kendaraan_lolos;kapaistas_jalan;derajat_kejenuhan;red_detik;level_of_service
07.00-08.00;selatan;1411;943;1,496288441;286;1
07.15-08.15;timur;245;2671;0,091725945;286;0
07.15-08.15;barat;654;2671;0,244852115;286;0
07.15-08.15;utara;936;2514;0,372315036;286;0
07.15-08.15;selatan;1743;943;1,84835631;286;1
07.30-08.30;timur;156;2671;0,058405092;286;0
07.30-08.30;barat;689;2671;0,257955822;286;0
07.30-08.30;utara;890;2514;0,354017502;286;0
07.30-08.30;selatan;1567;943;1,661717922;286;1
07.45-08.45;timur;853;2671;0,319356046;286;0
07.45-08.45;barat;610;2671;0,228378884;286;0
07.45-08.45;utara;910;2514;0,361972951;286;0
07.45-08.45;selatan;1253;943;1,32873807;286;1
08.00-09.00;timur;678;2671;0,253837514;286;0
08.00-09.00;barat;236;2671;0,088356421;286;0
08.00-09.00;utara;897;2514;0,356801909;286;0
08.00-09.00;selatan;1292;943;1,37009544;286;1
12.00-13.00;timur;240;2671;0,089853987;286;0
12.00-13.00;barat;835;2671;0,312616997;286;0
12.00-13.00;utara;927;2514;0,368735084;286;0
12.00-13.00;selatan;1407;943;1,49204666;286;1
12.15-13.15;timur;143;2671;0,053538001;286;0
12.15-13.15;barat;286;2671;0,107076001;286;0
12.15-13.15;utara;1542;2514;0,613365155;286;0
12.15-13.15;selatan;1739;943;1,844114528;286;1
12.30-13.30;timur;286;2671;0,107076001;286;0
12.30-13.30;barat;357;2671;0,133657806;286;0
12.30-13.30;utara;921;2514;0,366348449;286;0
12.30-13.30;selatan;1204;943;1,276776246;286;1
12.45-13.45;timur;542;2671;0,202920255;286;0
12.45-13.45;barat;862;2671;0,322725571;286;0
12.45-13.45;utara;1370;2514;0,54494829;286;0
12.45-13.45;selatan;1310;943;1,389183457;286;1
13.00-14.00;timur;432;2671;0,161737177;286;0
13.00-14.00;barat;651;2671;0,24372894;286;0
13.00-14.00;utara;872;2514;0,346857597;286;0
13.00-14.00;selatan;1762;943;1,868504772;286;1
15.00-16.00;timur;243;2671;0,090977162;286;0
15.00-16.00;barat;745;2671;0,278921752;286;0
15.00-16.00;utara;932;2514;0,370723946;286;0
15.00-16.00;selatan;1732;943;1,83669141;286;1
15.15-16.15;timur;237;2671;0,088730812;286;0
15.15-16.15;barat;832;2671;0,311493823;286;0
15.15-16.15;utara;1724;2514;0,685759745;286;0
15.15-16.15;selatan;1830;943;1,940615058;286;1
15.30-16.30;timur;257;2671;0,096218645;286;0
15.30-16.30;barat;467;2671;0,174840884;286;0
15.30-16.30;utara;2798;2514;1,112967383;286;1
15.30-16.30;selatan;1742;943;1,847295864;286;1
15.45-16.45;timur;136;2671;0,050917259;286;0
15.45-16.45;barat;783;2671;0,293148633;286;0
15.45-16.45;utara;2772;2514;1,102625298;286;1
15.45-16.45;selatan;1523;943;1,615058324;286;1
16.00-17.00;timur;136;2671;0,050917259;286;0
16.00-17.00;barat;643;2671;0,240733808;286;0
16.00-17.00;utara;1720;2514;0,684168656;286;0
16.00-17.00;selatan;1743;943;1,84835631;286;1
07.00-08.00;timur;679;2671;0,254211906;286;0
07.00-08.00;barat;596;2671;0,223137402;286;0
07.00-08.00;utara;1468;2514;0,583929992;286;0
07.00-08.00;selatan;1174;943;1,244962884;286;1
07.15-08.15;timur;237;2671;0,088730812;286;0
07.15-08.15;barat;554;2671;0,207412954;286;0
07.15-08.15;utara;937;2514;0,372712808;286;0
07.15-08.15;selatan;1170;943;1,240721103;286;1
07.30-08.30;timur;183;2671;0,068513665;286;0
07.30-08.30;barat;432;2671;0,161737177;286;0
07.30-08.30;utara;988;2514;0,392999204;286;0
07.30-08.30;selatan;1845;943;1,956521739;286;1
07.45-08.45;timur;367;2671;0,137401722;286;0
07.45-08.45;barat;884;2671;0,330962186;286;0
07.45-08.45;utara;987;2514;0,392601432;286;0
07.45-08.45;selatan;1470;943;1,558854719;286;1
08.00-09.00;timur;214;2671;0,080119805;286;0
08.00-09.00;barat;765;2671;0,286409584;286;0
08.00-09.00;utara;895;2514;0,356006364;286;0
08.00-09.00;selatan;1265;943;1,341463415;286;1
12.00-13.00;timur;358;2671;0,134032198;286;0
12.00-13.00;barat;754;2671;0,282291277;286;0
12.00-13.00;utara;987;2514;0,392601432;286;0
12.00-13.00;selatan;1621;943;1,718981972;286;1
12.15-13.15;timur;345,5;2671;0,129352303;286;0
12.15-13.15;barat;583;2671;0,218270311;286;0
12.15-13.15;utara;989;2514;0,393396977;286;0
12.15-13.15;selatan;1502;943;1,592788971;286;1
12.30-13.30;timur;212;2671;0,079371022;286;0
12.30-13.30;barat;382;2671;0,143017596;286;0
12.30-13.30;utara;793;2514;0,315433572;286;0
12.30-13.30;selatan;1042;943;1,104984093;286;1
12.45-13.45;timur;124;2671;0,04642456;286;0
12.45-13.45;barat;764;2671;0,286035193;286;0
12.45-13.45;utara;884;2514;0,351630867;286;0
12.45-13.45;selatan;1360;943;1,442205726;286;1
13.00-14.00;timur;258;2671;0,096593036;286;0
13.00-14.00;barat;619,8;2671;0,232047922;286;0
13.00-14.00;utara;852;2514;0,338902148;286;0
13.00-14.00;selatan;1062;943;1,126193001;286;1
15.00-16.00;timur;323;2671;0,120928491;286;0
15.00-16.00;barat;756;2671;0,28304006;286;0
15.00-16.00;utara;1357;2514;0,539777247;286;0
15.00-16.00;selatan;1468;943;1,556733828;286;1
15.15-16.15;timur;598;2671;0,223886185;286;0
15.15-16.15;barat;788,6;2671;0,295245227;286;0
15.15-16.15;utara;2770;2514;1,101829753;286;1
15.15-16.15;selatan;1421;943;1,506892895;286;1
15.30-16.30;timur;678;2671;0,253837514;286;0
15.30-16.30;barat;890;2671;0,333208536;286;0
15.30-16.30;utara;1782;2514;0,708830549;286;0
15.30-16.30;selatan;1436;943;1,522799576;286;1
15.45-16.45;timur;598;2671;0,223886185;286;0
15.45-16.45;barat;792;2671;0,296518158;286;0
15.45-16.45;utara;1799;2514;0,715592681;286;0
15.45-16.45;selatan;2314;943;2,453870626;286;1
16.00-17.00;timur;692;2671;0,259078997;286;0
16.00-17.00;barat;768;2671;0,287532759;286;0
16.00-17.00;utara;1062,9;2514;0,422792363;286;0
16.00-17.00;selatan;1084;943;1,1495228;286;1
07.00-08.00;timur;560;2671;0,209659304;286;0
07.00-08.00;barat;785;2671;0,293897417;286;0
07.00-08.00;utara;1602;2514;0,637231504;286;0
07.00-08.00;selatan;1411;943;1,496288441;286;1
07.15-08.15;timur;432;2671;0,161737177;286;0
07.15-08.15;barat;875;2671;0,327592662;286;0
07.15-08.15;utara;975;2514;0,387828162;286;0
07.15-08.15;selatan;1700;943;1,802757158;286;1
07.30-08.30;timur;348;2671;0,130288282;286;0
07.30-08.30;barat;249;2671;0,093223512;286;0
07.30-08.30;utara;1732;2514;0,688941925;286;0
07.30-08.30;selatan;2678;943;2,839872747;286;1
07.45-08.45;timur;254;2671;0,09509547;286;0
07.45-08.45;barat;434;2671;0,16248596;286;0
07.45-08.45;utara;987;2514;0,392601432;286;0
07.45-08.45;selatan;2086;943;2,212089077;286;1
08.00-09.00;timur;423;2671;0,158367653;286;0
08.00-09.00;barat;803;2671;0,300636466;286;0
08.00-09.00;utara;988;2514;0,392999204;286;0
08.00-09.00;selatan;1987,507647;943;2,107643316;286;1
12.00-13.00;timur;313;2671;0,117184575;286;0
12.00-13.00;barat;875;2671;0,327592662;286;0
12.00-13.00;utara;2031;2514;0,807875895;286;1
12.00-13.00;selatan;2246,371176;943;2,382153952;286;1
12.15-13.15;timur;253;2671;0,094721078;286;0
12.15-13.15;barat;369;2671;0,138150505;286;0
12.15-13.15;utara;954;2514;0,37947494;286;0
12.15-13.15;selatan;1620;943;1,717921527;286;1
12.30-13.30;timur;534;2671;0,199925122;286;0
12.30-13.30;barat;831;2671;0,311119431;286;0
12.30-13.30;utara;2061;2514;0,819809069;286;1
12.30-13.30;selatan;1435;943;1,52173913;286;1
12.45-13.45;timur;219;2671;0,081991763;286;0
12.45-13.45;barat;547;2671;0,204792213;286;0
12.45-13.45;utara;905;2514;0,359984089;286;0
12.45-13.45;selatan;1420;943;1,50583245;286;1
13.00-14.00;timur;359;2671;0,134406589;286;0
13.00-14.00;barat;480;2671;0,179707975;286;0
13.00-14.00;utara;826;2514;0,328560064;286;0
13.00-14.00;selatan;1679;943;1,780487805;286;1
15.00-16.00;timur;389;2671;0,145638338;286;0
15.00-16.00;barat;782;2671;0,292774242;286;0
15.00-16.00;utara;2134;2514;0,84884646;286;1
15.00-16.00;selatan;1987;943;2,107104984;286;1
15.15-16.15;timur;545;2671;0,204043429;286;0
15.15-16.15;barat;763;2671;0,285660801;286;0
15.15-16.15;utara;2785;2514;1,10779634;286;1
15.15-16.15;selatan;2120;943;2,248144221;286;1
15.30-16.30;timur;578;2671;0,216398353;286;0
15.30-16.30;barat;1026;2671;0,384125796;286;0
15.30-16.30;utara;984;2514;0,391408115;286;0
15.30-16.30;selatan;1790;943;1,898197243;286;1
15.45-16.45;timur;479;2671;0,179333583;286;0
15.45-16.45;barat;601;2671;0,22500936;286;0
15.45-16.45;utara;1848;2514;0,735083532;286;0
15.45-16.45;selatan;1793;943;1,901378579;286;1
16.00-17.00;timur;598;2671;0,223886185;286;0
16.00-17.00;barat;783;2671;0,293148633;286;0
16.00-17.00;utara;1360;2514;0,540970565;286;0
16.00-17.00;selatan;1730;943;1,83457052;286;1
07.00-08.00;timur;611;2671;0,228753276;286;0
07.00-08.00;barat;766;2671;0,286783976;286;0
07.00-08.00;utara;2775;2514;1,103818616;286;1
07.00-08.00;selatan;1557;943;1,651113468;286;1
07.15-08.15;timur;123;2671;0,046050168;286;0
07.15-08.15;barat;345;2671;0,129165107;286;0
07.15-08.15;utara;976;2514;0,388225935;286;0
07.15-08.15;selatan;1235;943;1,309650053;286;1
07.30-08.30;timur;326;2671;0,122051666;286;0
07.30-08.30;barat;745;2671;0,278921752;286;0
07.30-08.30;utara;907;2514;0,360779634;286;0
07.30-08.30;selatan;1260;943;1,336161188;286;1
07.45-08.45;timur;452;2671;0,169225009;286;0
07.45-08.45;barat;752;2671;0,281542493;286;0
07.45-08.45;utara;1986;2514;0,789976134;286;1
07.45-08.45;selatan;1528;943;1,620360551;286;1
08.00-09.00;timur;567;2671;0,212280045;286;0
08.00-09.00;barat;643;2671;0,240733808;286;0
08.00-09.00;utara;907;2514;0,360779634;286;0
08.00-09.00;selatan;1926;943;2,042417815;286;1
12.00-13.00;timur;567;2671;0,212280045;286;0
12.00-13.00;barat;687;2671;0,257207039;286;0
12.00-13.00;utara;1732;2514;0,688941925;286;0
12.00-13.00;selatan;2698;943;2,861081654;286;1
12.15-13.15;timur;123;2671;0,046050168;286;0
12.15-13.15;barat;395;2671;0,147884687;286;0
12.15-13.15;utara;970;2514;0,3858393;286;0
12.15-13.15;selatan;1235;943;1,309650053;286;1
12.30-13.30;timur;296;2671;0,110819918;286;0
12.30-13.30;barat;467;2671;0,174840884;286;0
12.30-13.30;utara;927;2514;0,368735084;286;0
12.30-13.30;selatan;1567;943;1,661717922;286;1
12.45-13.45;timur;258;2671;0,096593036;286;0
12.45-13.45;barat;572;2671;0,214152003;286;0
12.45-13.45;utara;852;2514;0,338902148;286;0
12.45-13.45;selatan;1320;943;1,399787911;286;1
13.00-14.00;timur;143;2671;0,053538001;286;0
13.00-14.00;barat;754;2671;0,282291277;286;0
13.00-14.00;utara;1389;2514;0,552505967;286;0
13.00-14.00;selatan;1736;943;1,840933192;286;1
15.00-16.00;timur;278;2671;0,104080869;286;0
15.00-16.00;barat;886;2671;0,33171097;286;0
15.00-16.00;utara;975;2514;0,387828162;286;0
15.00-16.00;selatan;1830;943;1,940615058;286;1
15.15-16.15;timur;235;2671;0,087982029;286;0
15.15-16.15;barat;854;2671;0,319730438;286;0
15.15-16.15;utara;1653;2514;0,6575179;286;0
15.15-16.15;selatan;1539;943;1,632025451;286;1
15.30-16.30;timur;633;2671;0,236989891;286;0
15.30-16.30;barat;973;2671;0,36428304;286;0
15.30-16.30;utara;2801;2514;1,1141607;286;1
15.30-16.30;selatan;1290;943;1,367974549;286;1
15.45-16.45;timur;754;2671;0,282291277;286;0
15.45-16.45;barat;826;2671;0,309247473;286;0
15.45-16.45;utara;2830;2514;1,125696102;286;1
15.45-16.45;selatan;1992;943;2,112407211;286;1
16.00-17.00;timur;362;2671;0,135529764;286;0
16.00-17.00;barat;642;2671;0,240359416;286;0
16.00-17.00;utara;899;2514;0,357597454;286;0
16.00-17.00;selatan;1743;943;1,84835631;286;1
07.00-08.00;timur;611;2671;0,228753276;286;0
07.00-08.00;barat;207;2671;0,077499064;286;0
07.00-08.00;utara;964;2514;0,383452665;286;0
07.00-08.00;selatan;1411;943;1,496288441;286;1
07.15-08.15;timur;568;2671;0,212654437;286;0
07.15-08.15;barat;785;2671;0,293897417;286;0
07.15-08.15;utara;1685;2514;0,670246619;286;0
07.15-08.15;selatan;1484;943;1,573700954;286;1
07.30-08.30;timur;216;2671;0,080868589;286;0
07.30-08.30;barat;568;2671;0,212654437;286;0
07.30-08.30;utara;987;2514;0,392601432;286;0
07.30-08.30;selatan;1293;943;1,371155885;286;1
07.45-08.45;timur;129;2671;0,048296518;286;0
07.45-08.45;barat;487;2671;0,182328716;286;0
07.45-08.45;utara;972;2514;0,386634845;286;0
07.45-08.45;selatan;1367;943;1,449628844;286;1
08.00-09.00;timur;281;2671;0,105204043;286;0
08.00-09.00;barat;638;2671;0,238861849;286;0
08.00-09.00;utara;984;2514;0,391408115;286;0
08.00-09.00;selatan;2015;943;2,136797455;286;1
12.00-13.00;timur;271;2671;0,101460127;286;0
12.00-13.00;barat;734;2671;0,274803444;286;0
12.00-13.00;utara;988;2514;0,392999204;286;0
12.00-13.00;selatan;1680;943;1,78154825;286;1
12.15-13.15;timur;382;2671;0,143017596;286;0
12.15-13.15;barat;864;2671;0,323474354;286;0
12.15-13.15;utara;1285;2514;0,511137629;286;0
12.15-13.15;selatan;1752;943;1,857900318;286;1
12.30-13.30;timur;211;2671;0,07899663;286;0
12.30-13.30;barat;653;2671;0,244477724;286;0
12.30-13.30;utara;927;2514;0,368735084;286;0
12.30-13.30;selatan;1482;943;1,571580064;286;1
12.45-13.45;timur;175;2671;0,065518532;286;0
12.45-13.45;barat;659;2671;0,246724073;286;0
12.45-13.45;utara;938;2514;0,373110581;286;0
12.45-13.45;selatan;2041;943;2,164369035;286;1
13.00-14.00;timur;257;2671;0,096218645;286;0
13.00-14.00;barat;570;2671;0,21340322;286;0
13.00-14.00;utara;966;2514;0,38424821;286;0
13.00-14.00;selatan;1537;943;1,62990456;286;1
15.00-16.00;timur;326;2671;0,122051666;286;0
15.00-16.00;barat;740;2671;0,277049794;286;0
15.00-16.00;utara;1247;2514;0,496022275;286;0
15.00-16.00;selatan;1789;943;1,897136797;286;1
15.15-16.15;timur;415;2671;0,15537252;286;0
15.15-16.15;barat;561;2671;0,210033695;286;0
15.15-16.15;utara;1452;2514;0,577565632;286;0
15.15-16.15;selatan;1891;943;2,005302227;286;1
15.30-16.30;timur;359;2671;0,134406589;286;0
15.30-16.30;barat;762;2671;0,28528641;286;0
15.30-16.30;utara;2794;2514;1,111376293;286;1
15.30-16.30;selatan;2071;943;2,196182397;286;1
15.45-16.45;timur;356;2671;0,133283414;286;0
15.45-16.45;barat;678;2671;0,253837514;286;0
15.45-16.45;utara;1763;2514;0,701272872;286;0
15.45-16.45;selatan;1825;943;1,935312831;286;1
16.00-17.00;timur;569;2671;0,213028828;286;0
16.00-17.00;barat;789;2671;0,295394983;286;0
16.00-17.00;utara;1450;2514;0,576770088;286;0
16.00-17.00;selatan;1275;943;1,352067869;286;1
07.00-08.00;timur;532;2671;0,199176338;286;0
07.00-08.00;barat;673;2671;0,251965556;286;0
07.00-08.00;utara;924;2514;0,367541766;286;0
07.00-08.00;selatan;1411;943;1,496288441;286;1
07.15-08.15;timur;189;2671;0,070760015;286;0
07.15-08.15;barat;367;2671;0,137401722;286;0
07.15-08.15;utara;958;2514;0,38106603;286;0
07.15-08.15;selatan;1650;943;1,749734889;286;1
07.30-08.30;timur;329;2671;0,123174841;286;0
07.30-08.30;barat;452;2671;0,169225009;286;0
07.30-08.30;utara;1337;2514;0,531821798;286;0
07.30-08.30;selatan;1378;943;1,461293743;286;1
07.45-08.45;timur;278;2671;0,104080869;286;0
07.45-08.45;barat;356;2671;0,133283414;286;0
07.45-08.45;utara;956;2514;0,380270485;286;0
07.45-08.45;selatan;2102;943;2,229056204;286;1
08.00-09.00;timur;299;2671;0,111943092;286;0
08.00-09.00;barat;547;2671;0,204792213;286;0
08.00-09.00;utara;978;2514;0,38902148;286;0
08.00-09.00;selatan;1672;943;1,773064687;286;1
12.00-13.00;timur;460;2671;0,172220142;286;0
12.00-13.00;barat;762;2671;0,28528641;286;0
12.00-13.00;utara;984;2514;0,391408115;286;0
12.00-13.00;selatan;1558;943;1,652173913;286;1
12.15-13.15;timur;223;2671;0,08348933;286;0
12.15-13.15;barat;503;2671;0,188318982;286;0
12.15-13.15;utara;938;2514;0,373110581;286;0
12.15-13.15;selatan;1356;943;1,437963945;286;1
12.30-13.30;timur;211;2671;0,07899663;286;0
12.30-13.30;barat;581;2671;0,217521528;286;0
12.30-13.30;utara;1378;2514;0,548130469;286;0
12.30-13.30;selatan;1892;943;2,006362672;286;1
12.45-13.45;timur;313;2671;0,117184575;286;0
12.45-13.45;barat;492;2671;0,184200674;286;0
12.45-13.45;utara;984;2514;0,391408115;286;0
12.45-13.45;selatan;1370;943;1,45281018;286;1
13.00-14.00;timur;287;2671;0,107450393;286;0
13.00-14.00;barat;451;2671;0,168850618;286;0
13.00-14.00;utara;972;2514;0,386634845;286;0
13.00-14.00;selatan;1765;943;1,871686108;286;1
15.00-16.00;timur;478;2671;0,178959191;286;0
15.00-16.00;barat;619;2671;0,231748409;286;0
15.00-16.00;utara;856;2514;0,340493238;286;0
15.00-16.00;selatan;1793;943;1,901378579;286;1
15.15-16.15;timur;431;2671;0,161362785;286;0
15.15-16.15;barat;652;2671;0,244103332;286;0
15.15-16.15;utara;2820;2514;1,121718377;286;1
15.15-16.15;selatan;1982;943;2,101802757;286;1
15.30-16.30;timur;580;2671;0,217147136;286;0
15.30-16.30;barat;560;2671;0,209659304;286;0
15.30-16.30;utara;897;2514;0,356801909;286;0
15.30-16.30;selatan;1792;943;1,900318134;286;1
15.45-16.45;timur;532;2671;0,199176338;286;0
15.45-16.45;barat;764;2671;0,286035193;286;0
15.45-16.45;utara;1724;2514;0,685759745;286;0
15.45-16.45;selatan;1983;943;2,102863203;286;1
16.00-17.00;timur;564;2671;0,21115687;286;0
16.00-17.00;barat;753;2671;0,281916885;286;0
16.00-17.00;utara;1246;2514;0,495624503;286;0
16.00-17.00;selatan;1793;943;1,901378579;286;1
07:00-08:00;Timur;982;2617;0,375238823;286;0
07:00-08:00;Barat;830;2671;0,310745039;286;0
07:00-08:00;Utara;1732;2514;0,688941925;286;0
07:00-08:00;Selatan;1740;943;1,845174973;286;1
07:15-08:15;Timur;723;2671;0,270685137;286;0
07:15-08:15;Barat;664;2671;0,248596031;286;0
07:15-08:15;Utara;1793;2514;0,713206046;286;0
07:15-08:15;Selatan;1651;943;1,750795334;286;1
07:30-08:30;Timur;937;2671;0,350804942;286;0
07:30-08:30;Barat;589;2671;0,22051666;286;0
07:30-08:30;Utara;1987;2514;0,790373906;286;1
07:30-08:30;Selatan;1849;943;1,960763521;286;1
07:45-08:45;Timur;621;2671;0,232497192;286;0
07:45-08:45;Barat;521;2671;0,195058031;286;0
07:45-08:45;Utara;1952;2514;0,77645187;286;1
07:45-08:45;Selatan;1620;943;1,717921527;286;1
08:00-09:00;Timur;439;2671;0,164357918;286;0
08:00-09:00;Barat;402;2671;0,150505429;286;0
08:00-09:00;Utara;735;2514;0,292362768;286;0
08:00-09:00;Selatan;1290;943;1,367974549;286;1
12:00-13:00;Timur;972;2671;0,363908648;286;0
12:00-13:00;Barat;850;2671;0,318232872;286;0
12:00-13:00;Utara;1064;2514;0,423229912;286;0
12:00-13:00;Selatan;1731;943;1,835630965;286;1
12:15-13:15;Timur;875;2671;0,327592662;286;0
12:15-13:15;Barat;830;2671;0,310745039;286;0
12:15-13:15;Utara;1130;2514;0,449482896;286;0
12:15-13:15;Selatan;1382;943;1,465535525;286;1
12:30-13:30;Timur;652;2671;0,244103332;286;0
12:30-13:30;Barat;671;2671;0,251216773;286;0
12:30-13:30;Utara;773;2514;0,307478123;286;0
12:30-13:30;Selatan;1109;943;1,176033934;286;1
12:45-13:45;Timur;610;2671;0,228378884;286;0
12:45-13:45;Barat;419;2671;0,156870086;286;0
12:45-13:45;Utara;957;2514;0,380668258;286;0
12:45-13:45;Selatan;1301;943;1,379639449;286;1
13:00-14:00;Timur;579;2671;0,216772744;286;0
13:00-14:00;Barat;318;2671;0,119056533;286;0
13:00-14:00;Utara;756;2514;0,30071599;286;0
13:00-14:00;Selatan;1306;943;1,384941676;286;1
